_author_name,Author,DBLP URL,MTMT id,MTA ATT id,MTMT name,Category,MTMT Status,Works,Affiliations,Core A*,Core A,Core A* Papers,Core A Papers,Core B,Core C,No Core,Hungarian Core A* equivalent,Core A* equivalent,First Author Core A* equivalent,MTMT Journal Publications,MTMT Conference Publications,MTMT Total Citations,MTMT Journal D1 Equivalents,MTMT Journal D1,MTMT Journal Q1,MTMT Journal Q2,MTMT Affiliations,Aktuális fokozat szakterülete,Kutatási téma,MTA Bizottság,Elérhetőségek,Aktuális fokozat,Szervezeti tagságok,PhD éve,Foglalkozás,Core A* equivalent Author Order,Hungarian Core A* equivalent Author Order,First Author Core A* equivalent Author Order,Years Since PhD,Age Group,Category Core A* Rank,Category Hungarian Core A* Rank,Category First Author Core A* Rank,Age Group Core A* Rank,Age Group Hungarian Core A* Rank,Age Group First Author Core A* Rank,MTMT Journal Q3,MTMT Journal Q4,Született,MTA tagság,MTA kép,Díjak,DBLP alias
Peter Sarcevic,Peter Sarcevic,https://dblp.org/pid/156/5741,https://m2.mtmt.hu/api/author/10045567,https://mta.hu/koztestuleti_tagok?PersonId=10067582,Sarcevic Péter (Villamosmérnöki és Informatikai Tudományok),,,,,0,2,0,0,0,13,0,0.0,1.75,0.75,24,0,419,4.479166666666667,1,4,12,Műszaki Intézet SZTE / MK MI [2010-2021]; Műszaki Informatika Tanszék SZTE / TTIK / ITCS MIT [2011-2015]; Műszaki Informatika Tanszék SZTE / TTIK / INF MIT [2016-]; Informatika Doktori Iskola SZTE / DI IDI [2008-]; Mechatronikai és Automatizálási Intézet SZTE / MK MAI [2021-],Informatika,beltéri lokalizáció intelligens közlekedési rendszerek intelligens szenzorrendszerek mintafelismerés mobil robotok szenzor kalibráció,Automatizálási és Számítástechnikai Tudományos Bizottság,"Szegedi Tudományegyetem Mérnöki Kar Műszaki Intézet 6724 Szeged, Mars tér 7. Magyarország Email: peter.sarcevic@gmail.com",PhD (2019),"Automatizálási és Számítástechnikai Tudományos Bizottság; IEEE (Institute of Electrical and Electronics Engineers, INC) (tag); Magyar Fuzzy Társaság (tag); IEEE Chapter of Systems, Man, and Cybernetics Society (tag)",2019,főiskolai docens,283,334,201,6,5-10 év,56,23,41,10,15,8,1,1,"Szabadka, 1988.07.14.",,https://aat.mta.hu/aat/FileData/Get/36794,Kiváló Tehetséggondozó Kitüntetés (Szegedi Tudományegyetem Mérnöki Kar): 2022; Egyéni Scriptor Díj (SZTE Mérnöki Kar): 2020; Dékáni Elismerő Oklevél (Szegedi Tudományegyetem Mérnöki Kar): 2019,
Jácint Szabó,Jácint Szabó,https://dblp.org/pid/39/4,https://m2.mtmt.hu/api/author/10018328,-,Szabó Jácint (Kombinatorikus optimalizálás),theory,inactive,company,ELTE,1,2,1,2,0,1,5,1.7499999999999998,1.7499999999999998,1.0,23,1,124,7.666666666666666,4,7,8,MTA-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2007-2022]; Operációkutatási Tanszék ELTE / TTK / Mat_I Opkut_Tsz [2006-]; HUN-REN-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2023-]; ELKH-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2022-2023],,,,,,,,,283,179,107,0,0-5 év,96,71,55,197,110,75,,,,,,,
Tamás Henk,Tamás Henk,https://dblp.org/pid/08/4422,,,,applied,inactive,retired,BME-TMIT,1,0,1,0,0,4,5,1.3333333333333333,1.3333333333333333,0.0,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Dániel Szekeres,Dániel Szekeres,https://dblp.org/pid/307/4639,,,,,,hungary,BME-MIT,0,5,0,5,0,0,3,1.6666666666666667,1.6666666666666667,0.0,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,56,5,41,197,110,145,,,,,,,
József Molnár,József Molnár,https://dblp.org/pid/51/3911,https://m2.mtmt.hu/api/author/10048150,-,Molnár József (informatika),applied,,hungary,SZTE,0,2,0,2,4,3,5,1.5833333333333333,1.5833333333333333,0.75,8,0,297,5.166666666666667,4,3,1,Biokémiai Intézet HRN SZBK BKI [1971-]; ELTE IK Doktori Iskola oktatói ELTE / IK [2014-],,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Balázs Szviatovszki,Balázs Szviatovszki,https://dblp.org/pid/54/172,,,,applied,inactive,company,Ericsson Research Budapest,1,2,1,2,0,0,0,1.6666666666666665,1.6666666666666665,0.3333333333333333,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Tibor Goldschwendt,Tibor Goldschwendt,https://dblp.org/pid/153/5718,,,,,,hungary,Ludwig-Maximilians-University Munich (LMU),0,1,0,0,1,1,0,0.0,0.5833333333333334,0.25,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Zsolt Kenesi,Zsolt Kenesi,https://dblp.org/pid/13/4906,,,,applied,inactive,company,Ericsson Research Budapest,1,1,1,1,0,2,2,1.5,1.5,0.41666666666666663,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Tamás Luspay,Tamás Luspay,https://dblp.org/pid/70/7934,https://m2.mtmt.hu/api/author/10017748,https://mta.hu/koztestuleti_tagok?PersonId=10053730,Luspay Tamás (Irányításelmélet),applied,,hungary,SZTAKI,0,3,0,3,0,7,3,1.5833333333333335,1.5833333333333335,0.8333333333333333,30,8,440,9.541666666666666,8,2,1,Rendszer és Irányításelméleti Kutatólaboratórium HRN SZTAKI RIEK [1973-]; Közlekedés- és Járműirányítási Tanszék BME / KJK KJT [2013-],Közlekedéstudomány,Autópálya forgalom modellezése és irányítása Lineáris Változó Paraméterű rendszerek Nagydimenziós rendszerek redukciója Nemlineáris irányítások,Automatizálási és Számítástechnikai Tudományos Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet Rendszer és Irányításelméleti Kutatólaboratórium 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 2796000 / 6288 Email: luspay.tamas@sztaki.mta.hu Honlap: https://www.sztaki.hu/luspay-tamas-gabor",PhD (2011),Automatizálási és Számítástechnikai Tudományos Bizottság,2011,,283,179,201,14,10-20 év,133,105,89,43,34,26,7,2,"Budapest, 1982.08.10.",,https://aat.mta.hu/aat/FileData/Get/20372,,
Zoltán Király,Zoltán Király,https://dblp.org/pid/86/4854,https://m2.mtmt.hu/api/author/10010476,https://mta.hu/koztestuleti_tagok?PersonId=15686,"Király Zoltán (diszkrét matematika, kombinatorikus optimalizálás, számítástudomány)",theory,inactive,hungary,ELTE,0,4,0,4,1,1,5,1.5833333333333333,1.5833333333333333,0.5,33,4,708,9.0625,4,10,9,Diszkrét Matematika RAMKI DM [1955-2021]; MTA-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2007-2022]; Számítógéptudományi Tanszék ELTE / TTK / Mat_I Szgtud_Tsz [2006-]; HUN-REN-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2023-]; ELKH-ELTE Egerváry Jenő Kombinatorikus Optimalizálási Kutatócsoport ELTE / TTK / Mat_I [2022-2023]; Kombinatorika és Alkalmazásai Osztály HRN RAMKI KAO [2022-],Matematikai tudomány,Gráfelmélet Kombinatorikus optimalizálás Számítástudomány,Informatika- és Számítástudományi Bizottság,"Eötvös Loránd Tudományegyetem Természettudományi Kar Matematikai Intézet Számítógéptudományi Tanszék 1117 Budapest, Pázmány Péter sétány 1/C Magyarország Tel.: +36 1 3812155 Fax: +36 1 3812156 Email: kiraly@cs.elte.hu",PhD (1997),Informatika- és Számítástudományi Bizottság,1997,egyetemi docens,283,179,201,28,20+ év,96,71,73,36,31,25,2,1,,,,,
Zoltán Ujhelyi,Zoltán Ujhelyi,https://dblp.org/pid/93/8528,https://m2.mtmt.hu/api/author/10042103,https://mta.hu/koztestuleti_tagok?PersonId=10061333,Ujhelyi Zoltán (informatika),applied,inactive,company,BME-MIT,0,0,0,0,4,4,7,1.0,1.0,0.41666666666666663,11,4,472,1.5625,,1,7,Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024],Informatika,,Informatikai Tudományos Bizottság,,PhD (2017),Informatikai Tudományos Bizottság,2017,,283,179,201,8,5-10 év,133,105,89,10,7,8,,1,1985.11.05,,,,
Róbert Lovas,Róbert Lovas,https://dblp.org/pid/56/5349,https://m2.mtmt.hu/api/author/10017747,https://mta.hu/koztestuleti_tagok?PersonId=31331,Lovas Róbert (Párhuzamos és elosztott rendszerek),,,,,0,0,0,0,1,11,16,0.0,1.0833333333333333,0.4166666666666667,51,12,653,9.333333333333334,3,9,17,Alkalmazott Informatikai Intézet ÓE / NIK AII [2014-2019]; Párhuzamos és Elosztott Rendszerek Kutatólaboratórium HRN SZTAKI [1992-]; Kiberfizikai Rendszerek Intézet ÓE / NIK KRI [2019-],Informatika,Big Data platformok Gépi tanulás Számítási felhők,Informatikai Tudományos Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 2796275 Email: robert.lovas@sztaki.mta.hu Honlap: http://www.sztaki.hu/lovas-robert; Óbudai Egyetem Neumann János Informatikai Kar Kiberfizikai Rendszerek Intézet 1034 Budapest, Bécsi út 96/B Magyarország Tel.: +36 1 6665557 Email: robert.lovas@sztaki.mta.hu",PhD (2006),Informatikai Tudományos Bizottság (szavazati jogú tag); Neumann János Számítógép-tudományi Társaság,2006,"Laborvezető-helyettes, Tudományos főmunkatárs, Igazgatóhelyettes, egyetemi docens",283,334,201,19,10-20 év,56,23,41,43,43,26,3,4,,,https://aat.mta.hu/aat/FileData/Get/28630,Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 2020 - 2023; Intézeti díj (MTA SZTAKI): 2012; Intézeti díj (MTA SZTAKI): 2008; Intézeti díj (MTA SZTAKI): 2007,
Gábor Malicskó,Gábor Malicskó,https://dblp.org/pid/16/6161,,,,applied,inactive,company,"Corvinus University of Budapest -2002; Ericsson Hungary, 2003-2005; Alianz biztosito, hungary 2006-",1,1,1,1,0,1,1,1.4166666666666665,1.4166666666666665,0.3333333333333333,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Iván Kopilovic,Iván Kopilovic,https://dblp.org/pid/16/97,,,,,,hungary,"Nokia Siemens Networks GmbH and Company KG, Munich, Germany",0,1,0,1,0,4,1,0.5,0.6666666666666666,0.5833333333333333,,,,,,,,,,,,,,,,,436,334,201,0,0-5 év,94,23,41,317,236,145,,,,,,,
Tamás Éltetö,Tamás Éltetö,https://dblp.org/pid/18/2239,https://m2.mtmt.hu/api/author/10012953,https://mta.hu/koztestuleti_tagok?PersonId=21208,Éltető Tamás (Forgalom modellezés),,,,,0,3,0,1,0,2,3,0.41666666666666663,1.1666666666666667,1.0,1,0,2,0.16666666666666666,,,1,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-]; Budapesti Műszaki Egyetem BME [1949-2000],Informatikai tudomány,A mérések statisztikai vizsgálata Távközlési hálózatok forgalmának mérése Távközlési rendszerek működésének modellezése,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4372664 Fax: +36 1 4631763",PhD (2007),Távközlési Tudományos Bizottság,2007,,283,334,107,18,10-20 év,56,23,19,43,43,14,,,,,,,
István András Seres,István András Seres,https://dblp.org/pid/234/7668,https://m2.mtmt.hu/api/author/10065026,-,Seres István András (Kriptográfia),theory,,hungary,ELTE,1,1,1,1,1,0,12,1.5,1.5,0.5,4,0,275,0.3125,,,1,"PhD Informatika Doktori Iskola ELTE / IK PhD_Inf_DI [2006-]; Komputeralgebra Tanszék ELTE / IK [2007-]; ELTE 3in Kutatócsoport, Martonvásár ELTE / IK [2017-]",,,,,,,,,283,179,201,0,0-5 év,96,71,73,197,110,145,1,1,,,,,
Zoltán Petres,Zoltán Petres,https://dblp.org/pid/38/1185,https://m2.mtmt.hu/api/author/10013631,https://mta.hu/koztestuleti_tagok?PersonId=22168,"Petres Zoltán (Intelligens rendszerek, mechatronika)",applied,inactive,abroad,BME-TMIT,0,4,0,4,0,2,1,1.5,1.5,0.6666666666666666,12,0,476,1.6666666666666667,1,,3,Kognitív Informatika Csoport HRN SZTAKI / RIEK [2003-2012]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-],Informatikai tudomány,"Intelligens rendszerek modellezése lágy számítási eszközökkel Nemlineáris rendszerek szabályozása Robotika, mechatronika",Automatizálási és Számítástechnikai Tudományos Bizottság,"Számítástechnikai és Automatizálási Kutatóintézet Rendszer és Irányításelméleti Kutatólaboratórium Kognitív Informatika Csoport 1111 Budapest, Kende utca 13-17. Magyarország",PhD (2007),Automatizálási és Számítástechnikai Tudományos Bizottság,2007,tudományos munkatárs,283,179,201,18,10-20 év,133,105,89,43,34,26,2,,,,,,
Hassan Charaf,Hassan Charaf,https://dblp.org/pid/58/3550,https://m2.mtmt.hu/api/author/10000805,https://mta.hu/koztestuleti_tagok?PersonId=14988,Charaf Hassan (Informatika),applied,,hungary,BME-AUT,0,1,0,1,3,7,44,1.4166666666666665,1.4166666666666665,0.0,79,10,1026,7.125,3,1,10,Automatizálási és Alkalmazott Informatikai Tanszék BME / VIK AAIT [2000-]; Budapesti Műszaki Egyetem BME [1949-2000],Műszaki tudomány,"Elosztott, komponens alapú szoftverfejlesztés Informatikai rendszerek tervezése Multiplatform Mobil alkalmazások fejlesztési módszertanok",Informatikai Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Automatizálási és Alkalmazott Informatikai Tanszék 1117 Budapest, Magyar tudósok körút 2. Magyarország Tel.: +36 1 4633969 Tel.: +36 1 4632870 Fax: +36 1 4632871 Email: hassan@aut.bme.hu E-mail: charaf.hassan@gmail.com Honlap: www.aut.bme.hu",MTA doktora (2017),Informatikai Tudományos Bizottság (szavazati jogú tag); MTMT Szoftverfejlesztést Előkészítő Bizottság (szavazati jogú tag),1998,Egyetemi tanár,283,179,201,27,20+ év,133,105,89,36,31,25,18,10,1967.05.12,,https://aat.mta.hu/aat/FileData/Get/29720,Magyar Köztársaság Érdemrend lovagkeresztje: 2016; Gábor Dénes-díj (Novofer Alapítvány): 2015; Kiváló Oktató: 2012; Kalmár László-dij: 2011; Pro Universitate Érdemérem: 2011; Év Informatikai Oktatója különdíj (Vezető Informatikusok Szövetsége): 2003; Mestertanár kitüntetés: 2001; TDK-emlékplakett: 1999; Bolyai János Kutatási Ösztöndíj (MTA Bolyai János Kutatási Ösztöndíj Kuratóriuma): 1998,
Levente Kocsis,Levente Kocsis,https://dblp.org/pid/62/3645,https://m2.mtmt.hu/api/author/10017738,-,Kocsis Levente (Gépi tanulás),applied,inactive,inactive,SZTAKI,1,1,1,1,0,2,13,1.5,1.5,0.5,11,0,2356,4.0,2,4,4,Gépi Tanulás Kutatócsoport MTA SZTAKI [1998-2012]; Adatbányászat és Webes Keresés Kutatócsoport HRN SZTAKI / INFKL [1996-2015]; Lendület Big Data Kutatócsoport HRN SZTAKI / INFKL [2012-2018]; Informatikai Kutatólaboratórium HRN SZTAKI INFKL [1979-2023]; Mesterséges Intelligencia Kutatólaboratórium HRN SZTAKI IL [2024-],,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
Attila Török,Attila Török,https://dblp.org/pid/67/3824,https://m2.mtmt.hu/api/author/10041207,-,Török Attila (távközlés),applied,,hungary,BME-TMIT,0,2,0,2,1,4,5,1.1666666666666665,1.1666666666666665,0.6666666666666666,2,1,81,0.08333333333333333,,,,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-],,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,1,,,,,,
András Gergely Valkó,András Gergely Valkó,https://dblp.org/pid/78/3652,,,,applied,inactive,abroad,BME-MIT,0,3,0,3,0,2,3,1.1666666666666667,1.1666666666666667,0.0,,,,,,,,,,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
András Bódis-Szomorú,András Bódis-Szomorú,https://dblp.org/pid/150/4228,,,,,,hungary,Computer Vision Engineer @ NVIDIA,0,4,0,0,0,1,3,0.0,1.4166666666666665,0.75,,,,,,,,,,,,,,,,,283,334,201,0,0-5 év,56,23,41,197,236,145,,,,rendes tag,,,
József Kovács,József Kovács,https://dblp.org/pid/07/7037,https://m2.mtmt.hu/api/author/10017741,https://mta.hu/koztestuleti_tagok?PersonId=10054746,Kovács József (Párhuzamos és elosztott rendszerek),,inactive,,,0,1,0,0,4,6,17,0.08333333333333333,1.5,0.16666666666666666,42,6,908,14.1875,8,12,12,Párhuzamos és Elosztott Rendszerek Kutatólaboratórium HRN SZTAKI [1992-],Informatikai tudomány,Elosztott rendszerek Grid számítási rendszerek Számítási felhők,-,"Számítástechnikai és Automatizálási Kutatóintézet 1111 Budapest, Kende utca 13-17. Magyarország Tel.: +36 1 3297864 Email: jozsef.kovacs@sztaki.mta.hu",PhD (2008),Informatikai Tudományos Bizottság,2008,,283,334,201,17,10-20 év,56,23,41,43,43,26,,3,"Budapest, 1975.06.25.",,https://aat.mta.hu/aat/FileData/Get/21526,Intézeti díj (MTA SZTAKI): 2013; Intézeti díj (MTA SZTAKI): 2008; Intézeti díj (MTA SZTAKI): 2001,
Tsegaye Misikir Tashu,Tsegaye Misikir Tashu,https://dblp.org/pid/219/0966,https://m2.mtmt.hu/api/author/10057748,-,Tashu Tsegaye Misikir (Informatika),applied,inactive,inactive,inactive,0,2,0,2,1,5,9,1.1666666666666665,1.25,1.0833333333333333,7,2,106,1.9166666666666665,1,1,3,"PhD Informatika Doktori Iskola ELTE / IK PhD_Inf_DI [2006-]; ELTE 3in Kutatócsoport, Martonvásár ELTE / IK [2017-]; Adattudományi és Adattechnológiai Tanszék ELTE / IK ATATT [2016-]",,,,,,,,,283,179,107,0,0-5 év,133,105,35,197,110,75,1,,,,,,
Károly Molnár,Károly Molnár,https://dblp.org/pid/53/1074,https://m2.mtmt.hu/api/author/10015078,-,Molnár Károly (Méréstechnika és Információ),applied,,hungary,Eszterházy Károly Katolikus Egyetem,1,0,1,0,0,2,0,1.1666666666666667,1.1666666666666667,0.08333333333333333,1,0,154,0,,,,Méréstechnika és Információs Rendszerek Tanszék BME / VIK MIT [2000-2024]; MTA-BME Beágyazott Rendszerek Informatikája Kutatócsoport BME / VIK / MIT MTABMEBRIK [2003-2006],,,,,,,,,283,179,201,0,0-5 év,133,105,89,197,110,145,,,,,,,
István Gódor,István Gódor,https://dblp.org/pid/63/6494,https://m2.mtmt.hu/api/author/10012165,https://mta.hu/koztestuleti_tagok?PersonId=17894,Gódor István (Távközlés),applied,,hungary,"Ericsson, Hungary",0,1,0,1,0,7,11,0.9166666666666667,0.9166666666666667,0.0,27,2,2510,10.3125,8,5,3,Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024],Villamosmérnöki tudomány,"Fermat-Weber problémakör Multimédia elosztás, forgalom modellezés Távközlő hálózatok tervezése, optimalizálása és menedzselése",Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország; Ericsson Magyarország Kft. 1117 Budapest, Magyar tudósok körútja 11. Magyarország Tel.: +36 20 3255150 Fax: +36 1 4377767",PhD (2005),Távközlési Tudományos Bizottság (szavazati jogú tag),2005,címzetes egyetemi docens,436,334,201,20,10-20 év,217,200,89,60,43,26,1,1,,,https://aat.mta.hu/aat/FileData/Get/36642,,
Géza Németh,Géza Németh,https://dblp.org/pid/78/5301,https://m2.mtmt.hu/api/author/10009682,https://mta.hu/koztestuleti_tagok?PersonId=14651,Németh Géza (Infokommunikáció),applied,,hungary,BME-TMIT,0,1,0,1,0,10,54,1.1666666666666667,1.1666666666666667,0.08333333333333333,83,19,966,6.291666666666667,1,6,17,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Budapesti Műszaki Egyetem BME [1949-2000]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Elektronika és számítástechnika,Beszédinformációs rendszerek Informatikai segédeszközök fogyatékos és idős emberek részére Jelfeldolgozás,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4633883 Fax: +36 1 4633107 Email: nemeth@tmit.bme.hu Honlap: smartlab.tmit.bme.hu",MTA doktora (2022),Távközlési Tudományos Bizottság (szavazati jogú tag); Akusztikai Osztályközi Állandó Bizottság (szavazati jogú tag); Magyar Nyelvi Osztályközi Állandó Bizottság (szavazati jogú tag),1997,Egyetemi docens,283,179,201,28,20+ év,133,105,89,36,31,25,4,2,,,,,
Markosz Maliosz,Markosz Maliosz,https://dblp.org/pid/95/505,https://m2.mtmt.hu/api/author/10012956,https://mta.hu/koztestuleti_tagok?PersonId=21211,Maliosz Markosz (Távközlés),applied,,hungary,BME-TMIT,0,0,0,0,5,4,15,1.1666666666666667,1.1666666666666667,0.0,19,0,704,2.2083333333333335,1,1,3,Távközlési és Médiainformatikai Tanszék BME / VIK TMIT [2003-2024]; Budapesti Műszaki és Gazdaságtudományi Egyetem BME [2000-]; Budapesti Műszaki Egyetem BME [1949-2000]; Távközlési és Telematika Tanszék BME / VIK TTT [2000-2003]; Távközlési és Mesterséges Intelligencia Tanszék BME / VIK TMIT [2024-],Informatikai tudomány,Infokommunikációs hálózatok tervezése és optimalizálása,Távközlési Tudományos Bizottság,"Budapesti Műszaki és Gazdaságtudományi Egyetem Villamosmérnöki és Informatikai Kar Távközlési és Mesterséges Intelligencia tanszék 1117 Budapest, Magyar tudósok körútja 2. Magyarország Tel.: +36 1 4632428 Fax: +36 1 4631763",PhD (2006),Távközlési Tudományos Bizottság,2006,Egyetemi adjunktus,283,179,201,19,10-20 év,133,105,89,43,34,26,3,2,,,,,
Tamás Vinkó,Tamás Vinkó,https://dblp.org/pid/08/1507,https://m2.mtmt.hu/api/author/10022652,https://mta.hu/koztestuleti_tagok?PersonId=23955,Vinkó Tamás (Operációkutatás),theory,,hungary,TU Delft 2008-2012; SZTE 2013-,1,1,0,1,0,1,10,0.41666666666666663,1.4166666666666665,0.0,33,1,359,5.8125,1,9,4,Matematika- és Számítástudományok Doktori Iskola SZTE / DI MDI [2000-2021]; Számítógépes Optimalizálás Tanszék SZTE / TTIK / ITCS SZOT [2008-2015]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / ITCS [2007-2015]; Informatikai Tanszékcsoport SZTE / TTIK ITCS [2007-2015]; Számítógépes Optimalizálás Tanszék SZTE / TTIK / INF SZOT [2016-]; MTA-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2016-2022]; Informatikai Intézet SZTE / TTIK INF [2016-]; ELKH-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2022-2023]; HUN-REN-SZTE Mesterséges Intelligencia Kutatócsoport SZTE / TTIK / INF [2023-],Matematikai és számítástudomány,Elosztott rendszerek Optimalizálás,Operációkutatási Tudományos Bizottság,"Szegedi Tudományegyetem Természettudományi és Informatikai Kar Informatikai Intézet Számítógépes Optimalizálás Tanszék 6720 Szeged, Árpád tér 2. Magyarország Email: tvinko@inf.u-szeged.hu",PhD (2007),Operációkutatási Tudományos Bizottság; Szegedi Területi Bizottság; Informatikai Munkabizottság (szavazati jogú tag); Magyar Operációkutatási Társaság,2007,egyetemi adjunktus,283,334,201,18,10-20 év,96,113,73,43,43,26,13,1,"Orosháza, 1972.07.21.",,,,András L. Majdik
